sensor_22, E3:01:88:45:D4:EE, -72, 2024-04-04 15:24:09.224655
sensor_22, 36:3F:F4:C6:AD:99, -69, 2024-04-04 15:24:09.226637
sensor_22, 22:72:AF:C6:7A:70, -58, 2024-04-04 15:24:09.229644
sensor_22, 52:28:91:CD:DC:D6, -71, 2024-04-04 15:24:09.232642
sensor_22, 1B:98:CA:8F:C7:76, -69, 2024-04-04 15:24:09.235639
sensor_22, 38:04:8D:0B:02:52, -65, 2024-04-04 15:24:09.237780
sensor_22, 02:A3:C5:F9:37:B4, -67, 2024-04-04 15:24:09.240658
sensor_22, 36:3F:F4:C6:AD:99, -69, 2024-04-04 15:24:09.243662
sensor_22, E3:01:88:45:D4:EE, -68, 2024-04-04 15:24:09.246647
sensor_22, 12:A9:A2:31:F2:F0, -75, 2024-04-04 15:24:09.249641
sensor_22, 69:FD:4F:73:70:33, -71, 2024-04-04 15:24:09.254671
sensor_22, D3:12:A1:62:0B:14, -69, 2024-04-04 15:24:09.257674
sensor_22, 2C:ED:B5:64:EA:E2, -63, 2024-04-04 15:24:09.259651
sensor_22, 63:70:30:21:4D:4C, -75, 2024-04-04 15:24:09.263687
sensor_22, 38:04:8D:0B:02:52, -64, 2024-04-04 15:24:09.268641
sensor_22, 04:B7:4B:1F:5F:5B, -71, 2024-04-04 15:24:09.271645
sensor_22, 22:A7:D6:0B:2B:17, -75, 2024-04-04 15:24:09.274644
sensor_22, 76:BD:73:B9:34:DD, -72, 2024-04-04 15:24:09.277669
sensor_22, 39:49:6C:BA:4D:6B, -72, 2024-04-04 15:24:09.281652
sensor_22, 31:7E:F6:9C:41:90, -71, 2024-04-04 15:24:09.285645
sensor_22, 2C:D6:11:33:F4:C4, -81, 2024-04-04 15:24:09.288646
sensor_22, 00:27:D4:4A:BB:3B, -75, 2024-04-04 15:24:09.292644
sensor_22, 2A:39:73:1F:C1:5A, -61, 2024-04-04 15:24:09.297641
sensor_22, 04:B7:4B:1F:5F:5B, -73, 2024-04-04 15:24:09.300649
sensor_22, 32:7B:58:0B:B4:82, -81, 2024-04-04 15:24:09.304647
sensor_22, 2C:D6:11:33:F4:C4, -78, 2024-04-04 15:24:09.306631
sensor_22, 22:72:AF:C6:7A:70, -65, 2024-04-04 15:24:09.309643
sensor_22, 1B:98:CA:8F:C7:76, -64, 2024-04-04 15:24:09.311635
sensor_22, DC:8D:27:A6:DD:AA, -81, 2024-04-04 15:24:09.314641
sensor_22, 04:B7:4B:1F:5F:5B, -73, 2024-04-04 15:24:09.316640
sensor_22, 76:BD:73:B9:34:DD, -73, 2024-04-04 15:24:09.318633
sensor_22, 69:7C:03:01:E0:28, -70, 2024-04-04 15:24:09.321638
sensor_22, E3:01:88:45:D4:EE, -65, 2024-04-04 15:24:09.325637
sensor_22, 39:30:9E:50:24:37, -84, 2024-04-04 15:24:09.328651
sensor_22, 67:E1:71:5A:CB:6B, -78, 2024-04-04 15:24:09.330643
sensor_22, 1B:98:CA:8F:C7:76, -67, 2024-04-04 15:24:09.332636
sensor_22, E3:01:88:45:D4:EE, -70, 2024-04-04 15:24:09.334639
sensor_22, 36:3F:F4:C6:AD:99, -68, 2024-04-04 15:24:09.337638
sensor_22, F8:EE:29:28:04:74, -76, 2024-04-04 15:24:09.339628
sensor_22, 02:A3:C5:F9:37:B4, -60, 2024-04-04 15:24:09.341631
sensor_22, 12:A9:A2:31:F2:F0, -67, 2024-04-04 15:24:09.343637
sensor_22, 22:A7:D6:0B:2B:17, -69, 2024-04-04 15:24:09.346638
sensor_22, 76:BD:73:B9:34:DD, -72, 2024-04-04 15:24:09.349633
sensor_22, E3:01:88:45:D4:EE, -66, 2024-04-04 15:24:09.351630
sensor_22, 38:04:8D:0B:02:52, -64, 2024-04-04 15:24:09.354630
sensor_22, 39:49:6C:BA:4D:6B, -69, 2024-04-04 15:24:09.356633
sensor_22, 22:A7:D6:0B:2B:17, -75, 2024-04-04 15:24:09.358636
sensor_22, 00:27:D4:4A:BB:3B, -77, 2024-04-04 15:24:09.360632
sensor_22, 79:06:ED:27:39:07, -64, 2024-04-04 15:24:09.362677
sensor_22, 2A:39:73:1F:C1:5A, -57, 2024-04-04 15:24:09.365675
sensor_22, D4:C7:DD:45:08:E5, -60, 2024-04-04 15:24:09.368637
sensor_22, 00:27:D4:4A:BB:3B, -73, 2024-04-04 15:24:09.370638
sensor_22, 2A:B7:A6:80:48:CF, -71, 2024-04-04 15:24:09.372633
sensor_22, 76:BD:73:B9:34:DD, -70, 2024-04-04 15:24:09.375633
sensor_22, 1B:98:CA:8F:C7:76, -67, 2024-04-04 15:24:09.377635
sensor_22, 04:B7:4B:1F:5F:5B, -74, 2024-04-04 15:24:09.379641
sensor_22, 60:EC:4B:BB:26:D5, -79, 2024-04-04 15:24:09.383658
sensor_22, 1B:98:CA:8F:C7:76, -65, 2024-04-04 15:24:09.385631
sensor_22, 22:72:AF:C6:7A:70, -63, 2024-04-04 15:24:09.387635
sensor_22, 12:A9:A2:31:F2:F0, -66, 2024-04-04 15:24:09.390635
sensor_22, 69:7C:03:01:E0:28, -72, 2024-04-04 15:24:09.392632
sensor_22, 22:72:AF:C6:7A:70, -55, 2024-04-04 15:24:09.394638
sensor_22, 6A:BC:00:FF:C1:9A, -66, 2024-04-04 15:24:09.397656
sensor_22, 5A:06:08:D0:FC:0D, -71, 2024-04-04 15:24:09.401642
sensor_22, 60:EC:4B:BB:26:D5, -78, 2024-04-04 15:24:09.403636
sensor_22, 2C:ED:B5:64:EA:E2, -71, 2024-04-04 15:24:09.406636
sensor_22, 39:49:6C:BA:4D:6B, -64, 2024-04-04 15:24:09.409630
sensor_22, 02:A3:C5:F9:37:B4, -59, 2024-04-04 15:24:09.411636
sensor_22, 2C:ED:B5:64:EA:E2, -67, 2024-04-04 15:24:09.415685
sensor_22, E4:D7:DF:23:E3:34, -83, 2024-04-04 15:24:09.418647
sensor_22, D9:56:70:7F:E8:C7, -61, 2024-04-04 15:24:09.420636
sensor_22, 04:B7:4B:1F:5F:5B, -70, 2024-04-04 15:24:09.423637
sensor_22, 2A:B7:A6:80:48:CF, -77, 2024-04-04 15:24:09.425634
sensor_22, E4:0D:A6:BD:AB:CE, -79, 2024-04-04 15:24:09.427634
sensor_22, 36:3F:F4:C6:AD:99, -68, 2024-04-04 15:24:09.429638
sensor_22, 00:27:D4:4A:BB:3B, -73, 2024-04-04 15:24:09.433648
sensor_22, 1B:98:CA:8F:C7:76, -67, 2024-04-04 15:24:09.436668
sensor_22, 2A:39:73:1F:C1:5A, -66, 2024-04-04 15:24:09.439664
sensor_22, 1A:80:AA:F1:BF:FE, -76, 2024-04-04 15:24:09.441816
sensor_22, D0:97:82:6C:53:40, -78, 2024-04-04 15:24:09.443650
sensor_22, DB:81:E1:43:7D:2A, -78, 2024-04-04 15:24:09.445665
sensor_22, 39:49:6C:BA:4D:6B, -68, 2024-04-04 15:24:09.448651
sensor_22, 12:A9:A2:31:F2:F0, -73, 2024-04-04 15:24:09.453646
sensor_22, 69:FD:4F:73:70:33, -72, 2024-04-04 15:24:09.455639
sensor_22, 1A:80:AA:F1:BF:FE, -78, 2024-04-04 15:24:09.457639
sensor_22, 2A:39:73:1F:C1:5A, -57, 2024-04-04 15:24:09.460637
sensor_22, C3:63:58:4D:14:60, -72, 2024-04-04 15:24:09.462636
sensor_22, 16:4F:F2:7D:2C:82, -74, 2024-04-04 15:24:09.466650
sensor_22, E2:86:78:16:5B:B9, -69, 2024-04-04 15:24:09.469635
sensor_22, 02:A3:C5:F9:37:B4, -60, 2024-04-04 15:24:09.471642
sensor_22, 6A:BC:00:FF:C1:9A, -67, 2024-04-04 15:24:09.474641
sensor_22, 16:4F:F2:7D:2C:82, -71, 2024-04-04 15:24:09.476631
sensor_22, 36:3F:F4:C6:AD:99, -68, 2024-04-04 15:24:09.479641
sensor_22, 60:EC:4B:BB:26:D5, -79, 2024-04-04 15:24:09.483646
sensor_22, C6:EB:23:8D:F1:F2, -70, 2024-04-04 15:24:09.486643
sensor_22, 02:A3:C5:F9:37:B4, -60, 2024-04-04 15:24:09.488638
sensor_22, 77:C4:A9:D7:92:0E, -75, 2024-04-04 15:24:09.490631
sensor_22, 69:FD:4F:73:70:33, -70, 2024-04-04 15:24:09.492631
sensor_22, 22:72:AF:C6:7A:70, -62, 2024-04-04 15:24:09.495636
sensor_22, 36:3F:F4:C6:AD:99, -68, 2024-04-04 15:24:09.499642
sensor_22, 02:A3:C5:F9:37:B4, -66, 2024-04-04 15:24:09.502635
sensor_22, 22:72:AF:C6:7A:70, -56, 2024-04-04 15:24:09.504638
sensor_22, 6A:BC:00:FF:C1:9A, -68, 2024-04-04 15:24:09.507635
sensor_22, 67:E1:71:5A:CB:6B, -77, 2024-04-04 15:24:09.509633
sensor_22, DB:81:E1:43:7D:2A, -81, 2024-04-04 15:24:09.511642
sensor_22, 1A:80:AA:F1:BF:FE, -76, 2024-04-04 15:24:09.515639
sensor_22, 69:FD:4F:73:70:33, -70, 2024-04-04 15:24:09.519632
sensor_22, 22:A7:D6:0B:2B:17, -69, 2024-04-04 15:24:09.522633
sensor_22, 2A:39:73:1F:C1:5A, -65, 2024-04-04 15:24:09.525629
sensor_22, 1A:80:AA:F1:BF:FE, -75, 2024-04-04 15:24:09.526627
sensor_22, 2C:ED:B5:64:EA:E2, -69, 2024-04-04 15:24:09.530667
sensor_22, 36:3F:F4:C6:AD:99, -69, 2024-04-04 15:24:09.533643
sensor_22, 04:EB:F5:61:58:DE, -74, 2024-04-04 15:24:09.536643
sensor_22, 39:49:6C:BA:4D:6B, -66, 2024-04-04 15:24:09.539642
sensor_22, 76:BD:73:B9:34:DD, -69, 2024-04-04 15:24:09.541633
sensor_22, 12:A9:A2:31:F2:F0, -74, 2024-04-04 15:24:09.544655
sensor_22, 31:7E:F6:9C:41:90, -76, 2024-04-04 15:24:09.547657
sensor_22, C9:17:2F:86:98:8C, -65, 2024-04-04 15:24:09.550635
sensor_22, 00:27:D4:4A:BB:3B, -78, 2024-04-04 15:24:09.553635
sensor_22, 6A:BC:00:FF:C1:9A, -74, 2024-04-04 15:24:09.555638
sensor_22, 79:06:ED:27:39:07, -73, 2024-04-04 15:24:09.557630
sensor_22, 16:4F:F2:7D:2C:82, -74, 2024-04-04 15:24:09.560635
sensor_22, 2C:D6:11:33:F4:C4, -79, 2024-04-04 15:24:09.564649
sensor_22, 5F:ED:14:D2:45:FE, -79, 2024-04-04 15:24:09.567641
sensor_22, 31:7E:F6:9C:41:90, -71, 2024-04-04 15:24:09.570643
sensor_22, C6:62:C6:BE:EB:3B, -83, 2024-04-04 15:24:09.572635
sensor_22, 02:A3:C5:F9:37:B4, -61, 2024-04-04 15:24:09.575639
sensor_22, 69:FD:4F:73:70:33, -70, 2024-04-04 15:24:09.577654
sensor_22, 69:7C:03:01:E0:28, -67, 2024-04-04 15:24:09.580644
sensor_22, E8:A4:B4:1E:F4:4A, -71, 2024-04-04 15:24:09.584704
sensor_22, D3:60:A2:8A:96:2B, -69, 2024-04-04 15:24:09.587634
sensor_22, 76:BD:73:B9:34:DD, -69, 2024-04-04 15:24:09.590641
sensor_22, 1B:98:CA:8F:C7:76, -64, 2024-04-04 15:24:09.593636
sensor_22, 22:72:AF:C6:7A:70, -62, 2024-04-04 15:24:09.597655
sensor_22, 79:06:ED:27:39:07, -73, 2024-04-04 15:24:09.600653
sensor_22, 20:64:75:6F:B6:C6, -81, 2024-04-04 15:24:09.603671
sensor_22, 02:A3:C5:F9:37:B4, -60, 2024-04-04 15:24:09.606647
